video_id,like_count_mean,like_count_sum,like_count_std,comment_length_mean,comment_length_std,word_count_mean,word_count_std,total_reply_count_sum
iNI-1Vy6WM4,100.83,3025,282.37,107.2,167.85,19.73,30.92,58
iONDebHX9qk,377.8,11334,1480.05,57.47,82.1,9.4,13.78,104
iQJuv7tmAJQ,1.5,18,2.2,79.83,81.34,15.5,15.46,1
ii6V_-svh28,35.57,1067,75.34,150.87,118.49,27.03,21.06,2
ij1IKwE2MgM,6.63,199,12.1,64.07,49.71,12.73,9.4,4
ijOuQh_ZRcU,41.67,1250,87.16,160.6,247.31,29.57,44.78,21
iuHuxX22OOQ,62.43,1873,152.79,101.13,78.15,18.33,14.77,47
iw425d9irZ4,66.7,2001,165.37,77.47,61.52,13.7,11.32,22
j1FSDHfQaq8,3.89,70,8.32,34.11,26.61,6.67,5.17,2
j2nlqXd4duY,21.27,638,52.96,48.1,26.99,8.47,4.66,9
jAPPP7SE824,8.6,258,29.4,75.0,156.55,14.37,31.9,64
jAV21UB_AqQ,2.47,74,5.91,102.6,127.39,19.47,22.83,2
jFACcujmdE4,51.6,1548,133.54,130.1,106.5,23.77,19.94,15
jFlYIwM_Rco,7.17,215,29.72,164.37,162.18,29.5,29.27,1
jP1uwBcpUeE,5.4,162,8.35,166.8,167.19,30.53,29.4,8
jPlRjI63qKA,64.83,1945,151.56,119.2,160.43,21.07,29.24,55
jQQvmKGligQ,2.12,17,2.1,61.12,48.4,10.88,9.25,1
jb2s_FHBgt0,1.53,46,3.58,84.7,71.54,15.77,13.03,0
jcSYlmIOOBg,76.73,2302,205.08,74.07,49.48,13.0,8.82,28
jeSkdpQQtz4,53.27,1598,131.65,92.53,122.89,16.3,21.29,42
jritw4L1A_4,0.5,3,0.84,106.17,118.01,20.33,22.71,0
jtwNXaU_Efs,35.4,1062,103.74,63.5,50.73,11.97,9.43,12
k0WvM8ZezVU,3.79,53,7.09,113.14,109.7,22.07,22.11,1
k0mt4IbpVl4,53.6,1608,113.6,635.4,1030.4,116.8,193.18,33
k41Mq8-Axzk,40.93,1228,125.59,106.03,90.86,18.9,16.76,16
k5-QN35AJq0,30.87,926,48.8,179.13,221.85,31.77,38.22,13
k5A26Sc63F0,401.5,12045,1006.25,105.9,147.33,14.9,15.65,66
kM0ZADKIXU8,586.93,17608,2120.62,123.5,169.24,21.57,29.54,121
kQA27U_K_UE,34.67,1040,86.81,173.87,222.44,32.1,41.26,27
kWlpq7ymUs4,6.8,204,20.42,59.5,62.19,10.73,11.12,10
kX0sHQfjETY,21.03,631,40.94,158.3,147.05,29.53,28.82,7
kZtUOrxw9FU,1.0,9,1.22,79.22,103.12,14.22,20.69,4
k_K9MbqNhA0,46.23,1387,95.04,114.57,87.26,20.33,14.22,20
kew5A3hGsA4,2.29,55,5.44,132.08,160.91,24.88,31.19,13
kfxiIG8ZD9g,9.93,298,20.98,229.7,285.03,41.83,50.14,20
khQomXNzhkE,23.23,697,86.34,94.17,140.97,17.67,25.37,14
klNcDXObWj0,1.67,25,2.74,64.67,48.99,12.2,9.5,0
knPdMQ44jKc,69.33,2080,134.37,183.7,186.77,33.4,33.68,15
ko8tl0657yI,3.85,100,9.08,65.12,61.53,11.58,10.53,6
koeyouLqy3M,0.67,4,0.82,65.67,55.94,12.83,10.87,0
kxBs0Vr1aJ0,48.7,1461,118.4,382.27,855.26,71.13,159.75,59
kyja7LEyffM,4.43,133,10.86,91.37,83.75,16.37,14.94,12
kzAuvOr-YsM,98.03,2941,241.25,93.23,120.49,17.0,23.83,35
l-0FD5NDWLU,17.63,529,28.44,258.87,547.44,44.63,87.71,8
l2DeCc0GkBg,63.63,1909,159.64,116.1,105.63,21.67,19.23,18
l3hOrfLuxU0,127.73,3832,348.11,131.23,239.11,23.47,40.03,25
l5nr-SnRsK8,58.73,1762,148.24,127.07,88.37,22.27,16.27,57
l6BoSORXCUg,105.87,3176,295.79,162.73,176.89,29.6,31.17,35
lCrMAtbBUJA,68.77,2063,187.93,81.2,85.73,14.97,15.87,54
lFAm7HZ8gTg,10.77,323,35.9,193.7,151.34,35.23,26.25,6
lJ6n52Lsjfo,33.83,1015,76.45,119.73,134.26,22.8,26.72,22
lKYBB-Uw1IM,79.13,2374,192.73,127.9,114.07,23.2,21.04,17
lMsCUWL-VpE,5.4,162,11.98,97.17,120.85,17.83,22.25,8
lNdOtlpmH5U,273.4,8202,1123.33,181.23,110.55,31.03,19.19,119
lhpY1frNqdA,335.37,10061,964.95,90.6,109.37,15.57,18.69,86
lmCaQxk4b8c,38.3,1149,81.07,270.87,639.69,45.0,105.35,28
lpkC5h-5Pmk,8.77,263,18.07,70.2,53.69,12.93,9.62,17
lqHxGRzGZMg,1.86,13,2.67,62.0,28.58,10.0,4.16,3
lrZQz2O91JY,1.8,27,3.23,75.4,65.64,14.67,12.12,2
m5zulBuEG_0,1.2,6,1.1,136.0,136.78,27.0,26.37,0
mBTPvvgRICQ,93.43,2803,238.72,184.1,109.54,30.13,17.43,42
mCV9KJiTQps,68.73,2062,116.83,89.17,78.53,16.53,14.54,16
mCjjHgLzdN8,1.64,18,2.34,85.27,66.43,15.0,10.92,0
mIG9-zUHJR0,1.44,13,1.59,78.44,67.23,16.33,13.78,2
mSTWHQ5NDIg,186.2,5586,465.96,88.87,128.17,16.87,25.97,53
mUvq1vmpE70,7.0,105,15.52,74.4,62.57,12.27,9.97,7
mVR_nLBeS24,95.43,2863,224.31,256.57,368.56,48.63,71.52,69
mWEbD-cH8XA,0.44,4,0.88,71.0,59.94,13.0,10.81,3
mWOE1zjr1S4,65.93,1978,175.8,91.27,152.87,17.2,29.19,25
mWQTgSt7GeU,109.1,3273,234.52,100.93,125.94,18.13,22.97,44
mZOVLrLXKCE,217.5,6525,538.76,100.57,140.09,19.33,26.63,43
m_Rz7mY8Lyc,18.47,554,46.52,87.27,94.72,16.03,17.38,23
mcitELserqk,567.87,17036,1727.78,79.03,82.35,14.03,14.5,134
meMJdfytNI0,91.77,2753,249.75,78.57,102.71,13.07,17.41,247
mjZpMgzs3qY,2.38,31,4.57,54.77,60.38,10.08,9.98,1
mk2nA76CUP0,30.43,913,64.07,146.77,155.74,27.2,29.17,11
mlXGxBMKj0U,15.23,457,54.51,55.07,58.6,10.4,10.97,11
mvkOjh65tI8,1.7,51,4.57,95.97,113.8,17.97,20.35,2
mwGFRi4kLRQ,6.64,166,10.7,98.76,98.61,18.4,17.23,10
n2czIPRE0Nc,45.57,1367,140.14,151.47,167.66,26.93,30.39,20
nAXY89s0t4E,15.33,460,31.51,150.13,173.17,27.6,32.27,14
nG86wod3GGc,2.56,23,6.19,64.22,45.58,12.56,8.97,2
nIv1J5O15To,115.17,3455,229.6,306.3,714.63,55.87,133.6,35
nQTH4OBc8qI,4.53,86,10.66,78.05,99.88,15.21,19.58,1
nQggHK36gK8,243.17,7295,935.39,162.27,189.3,31.07,36.39,72
nQyuCT_zzok,9.8,294,20.4,126.83,114.44,21.2,18.99,6
nTookJPZiTU,1.8,18,3.39,45.4,29.2,8.9,5.7,1
ngWZaSbw130,24.73,742,50.37,235.0,223.36,41.67,40.73,28
nk_Pfxmqn6g,220.53,6616,581.98,70.1,81.6,12.47,15.87,85
nl8LQrbMdqQ,585.5,17565,1394.68,46.03,30.8,8.73,5.13,115
nn7TPSNOef0,17.93,538,33.38,126.33,108.01,23.43,19.57,5
npkwUeQYGj8,26.0,780,48.28,223.67,252.24,40.13,45.62,12
nr-b8nnihwY,2.0,6,0.0,26.67,39.26,5.67,7.23,0
nsUL3sRh6Ek,91.87,2756,198.74,56.43,46.49,10.73,8.26,37
nx8wnXdEYG8,0.67,4,0.82,79.17,65.58,15.33,11.78,0
o1dFc2oVkPQ,32.87,986,115.46,77.73,58.89,14.63,10.36,14
o4qiwWFdZ_U,102.3,3069,257.97,60.0,66.87,11.2,11.88,38
o6YxGbQU65Q,3.52,74,6.8,28.43,34.75,5.38,5.29,5
oCp3aWlPumE,0.89,8,1.69,42.89,26.72,7.89,4.26,2
oDlKxzzNOPI,27.9,837,73.78,119.0,172.79,21.93,32.11,17
oFBdXVnGgx0,3.75,60,6.04,70.44,54.01,12.94,10.04,1
oFRdwK57dYY,42.47,1274,101.59,122.67,214.16,21.5,38.48,25
oHjMygB8y4k,2.0,18,1.12,89.56,57.76,18.22,11.69,1
oZQpi0IiNRE,2.45,49,7.01,105.45,105.67,19.65,20.76,6
o_F82o-0IoY,1.22,11,1.09,48.56,33.52,9.33,7.18,0
oiVQsL7RDz8,1.75,28,2.46,172.19,246.53,30.94,45.02,2
ombpvrlglfU,43.63,1309,134.26,175.47,175.36,31.43,32.76,14
otxGkoE8AZM,6.67,200,10.16,92.2,204.31,16.37,35.05,10
oxW5ezFPElU,14.73,442,39.95,69.73,61.06,12.97,11.24,11
ozWseKZV6Ac,41.13,1234,126.52,154.03,185.97,28.3,34.5,21
ozboOgVAT1o,1.4,14,2.84,51.6,54.32,10.4,10.86,0
pGFUW8AGrnQ,0.83,20,1.66,121.33,194.42,21.79,32.87,1
pL3lCNCffgg,235.8,7074,606.37,134.33,134.16,24.93,24.48,140
pN-QzM_pflM,11.73,352,27.24,113.17,130.57,21.03,23.54,8
pNMBZHoNBWg,59.53,1786,168.1,108.07,79.73,18.57,14.1,20
pNcTkGQOKO8,7.57,227,18.87,64.73,55.37,11.73,9.21,6
pPKJ_Pk9zZs,86.23,2587,172.02,270.53,350.36,48.33,61.71,37
pSCbhBTaugk,2.46,59,5.44,63.29,62.84,12.38,10.75,7
pTIGIhGSrso,285.7,8571,900.9,88.5,85.27,15.37,16.14,95
pUmuBfkqBY0,264.3,7929,663.85,107.47,129.36,20.2,25.25,68
pVg2WvEtEWQ,70.1,2103,187.83,83.3,140.61,15.57,26.13,34
pXtJYwhsdkU,108.8,3264,280.63,117.87,115.42,21.03,21.4,42
pY12uaPpz7k,3.33,100,11.79,48.17,45.46,9.3,8.78,1
pZxdnjj4kvk,4.14,116,11.27,61.79,45.08,11.61,8.02,6
pcvcKIHGtGs,61.43,1843,163.16,107.13,92.32,17.43,16.1,82
piUicyb_F1A,47.03,1411,140.06,100.6,104.03,18.37,19.52,20
poc4ctbnDYA,83.87,2516,214.57,137.5,245.71,23.03,40.39,61
pqUxibdbv38,223.43,6703,567.11,71.37,97.81,12.7,16.31,121
pxAeLaGGjgg,0.5,2,1.0,62.25,26.99,12.0,4.24,0
pzDSMirut2k,81.23,2437,278.53,45.23,50.47,8.13,7.83,5
q2lBRhswDh8,5.43,163,9.7,119.07,113.44,21.97,21.39,4
q4Bc93Itq-c,7.43,104,20.2,123.29,121.64,22.5,21.74,1
q58SMId-_Ko,83.27,2498,197.61,221.5,437.98,41.57,86.73,29
q9nYIa8b-6c,54.67,1640,160.01,174.5,172.16,29.43,29.72,46
qC4O34DJI2o,1.17,21,2.15,126.0,216.04,22.89,38.33,5
qCHHdTLKoQ4,0.6,9,1.55,64.2,72.65,11.87,12.6,5
qDFdALGJ4dA,57.1,1713,126.65,161.27,129.82,29.07,23.32,42
qIvoVXVpi1Q,10.83,325,33.47,137.1,108.03,25.97,20.83,6
qSWAFAmzJTE,127.87,3836,262.46,125.43,329.46,22.87,60.51,33
qWMK16uYQbU,42.57,1277,100.1,88.3,83.15,15.77,14.28,22
qahZf8qF0Xo,2.12,34,3.28,151.88,185.59,28.56,34.09,2
qc4GU_wHdqw,67.6,2028,229.07,136.67,123.0,22.3,19.98,25
qcvvZElS088,3.47,104,7.27,119.4,187.31,21.4,30.93,11
qfeQt02cg6I,41.5,1245,81.23,119.9,111.39,21.0,19.31,43
qffXR9nRO90,70.23,2107,195.83,47.5,44.49,8.93,8.63,50
qh75NllzOlU,6.67,200,10.71,245.33,215.92,46.17,41.18,19
qjI3BY-8LjY,3.12,25,6.96,27.25,17.24,4.38,2.77,1
qlf9-573MhI,490.2,14706,1191.21,124.07,141.23,22.47,26.01,186
qr2ZGqtJXvg,1.27,19,2.4,65.33,66.31,12.6,12.93,0
qr5tDPJee5Q,3.35,57,8.18,97.0,104.26,17.88,18.77,1
qrzGLvLEe4w,4.27,128,11.34,123.57,142.57,23.03,27.14,10
qwywV8VhMkA,485.5,14565,1116.16,98.47,189.97,18.33,34.56,73
r1CPFmuTi3g,1.1,11,1.37,37.3,40.67,7.2,7.47,0
r4MbCNHcYTo,2.04,51,6.68,80.44,114.61,15.0,21.11,3
r81St-SLdys,1.33,16,2.06,92.83,56.1,17.42,10.97,5
r8I4eVoEiQQ,4.23,127,10.45,129.6,138.9,23.83,24.95,5
rAaMMjf7mzw,8.6,258,20.29,68.8,90.83,12.77,16.04,10
rApxWtDIRAM,104.47,3134,235.9,115.67,85.35,21.27,15.92,23
rBp73KG1Ej0,15.17,455,36.23,93.27,63.16,16.93,11.61,11
rEINNYczPtU,120.4,3612,264.11,126.17,187.55,23.63,36.35,27
rP9gZVTFquM,4.0,92,9.53,97.52,82.21,18.04,14.93,3
r_uKCIqf1Fg,25.9,777,80.62,73.2,76.24,12.93,13.13,20
rd206umLpk8,11.3,339,43.3,94.63,66.3,16.57,12.07,7
re4Cjf_qqLA,64.07,1922,127.07,246.47,362.27,46.1,64.65,22
reazJx4INyM,37.47,1124,92.39,60.47,48.95,11.8,10.35,11
rg3159C3TW4,2.15,28,4.34,58.69,37.4,10.85,6.94,0
rjcejdY_iNU,10.97,329,19.23,167.53,159.35,29.47,28.66,10
rkRN_Z2UKGg,74.4,2232,219.67,71.4,64.18,13.6,11.89,28
rkYackmjl5U,5.88,47,8.61,57.0,47.11,11.62,9.04,0
rs2BRk-RMJA,1.58,19,4.01,119.33,109.57,22.58,20.47,3
rvuXtQILJcM,5.8,58,8.47,71.4,47.94,13.4,8.87,1
s3vVUq2520U,136.33,4090,322.89,187.6,420.2,34.2,76.77,50
s5nrAKLZgMM,203.1,6093,525.35,55.03,50.72,10.37,9.28,95
s6NR6YQcxyA,2.73,60,2.8,76.18,58.14,14.82,10.93,4
s8qBH35r374,2.5,60,3.56,107.12,124.82,19.21,22.45,8
sBba4MGPc2U,372.27,11168,1335.28,86.3,100.9,16.23,18.73,73
sDFe-OJmVXc,1.27,14,2.94,73.27,57.53,14.27,11.57,2
sFP-QelRmlM,2.67,40,5.11,103.2,128.16,18.4,21.74,5
sHGRbM2txoI,9.77,293,20.55,128.7,145.61,22.17,24.72,15
sJeWfYLawaQ,209.67,6290,482.53,64.7,55.72,12.0,10.16,132
sL5XWO2Z-yw,10.87,326,19.98,139.37,125.82,24.33,21.56,5
sLP4OwS7yoA,1.44,26,2.83,94.06,118.38,18.0,21.92,2
sMu1m57KYGI,47.63,1429,133.68,167.77,291.97,30.87,51.59,31
sV5eDJib4HE,55.3,1659,106.76,129.07,138.96,23.87,25.36,31
sXahbxP_PQc,2.23,67,3.24,99.0,148.36,18.17,26.52,7
sYaSJpIGzu8,55.3,1659,120.97,169.7,236.31,31.2,43.73,77
safNI7BcYZ8,1.38,11,1.85,75.62,71.0,14.0,12.71,0
sbmOqiE_lus,2.47,47,5.25,63.26,105.72,11.89,19.78,0
scy3I-i7H-M,52.6,1578,103.67,141.93,150.07,26.0,26.89,19
sdhmijg7oRY,90.13,2704,294.82,110.1,108.7,19.53,19.46,68
se2dPdzxQ5E,1.84,35,3.42,87.47,106.17,16.16,19.55,1
seXu3jYxs0Y,31.8,954,69.93,181.53,365.68,33.43,67.42,34
sj23hsw5oqE,24.7,741,70.88,192.93,238.57,34.73,44.52,24
slZ_qQTC6fI,6.77,203,19.31,95.03,101.07,17.47,19.1,8
suOfjK35-8E,35.93,1078,86.05,121.27,152.5,21.73,25.75,34
szY6c1HcpuI,5.5,165,14.46,38.13,21.54,6.9,3.85,4
t-oxoHAUSR4,124.1,3723,222.81,117.9,202.11,22.13,36.47,67
t0VqCDP0rnQ,23.47,704,85.7,179.2,228.21,31.5,36.8,13
t0ZizPL4zXU,4.37,83,7.64,93.16,86.18,17.21,15.02,11
t5CgCfetsiE,3.67,66,4.04,77.39,59.73,14.72,11.88,2
t6GPiy7fuEQ,246.4,7392,646.28,73.43,219.03,13.4,37.22,50
tBANvzdbY_s,1.69,44,3.22,50.88,107.8,9.65,19.34,0
tH_Jriu7XkU,388.17,11645,992.96,36.33,40.95,6.97,7.43,51
tI1Gaz47vPo,0.83,10,0.94,46.92,67.29,8.42,11.16,1
tIdU4Sw6a5Y,204.53,6136,534.83,78.93,88.87,15.27,17.37,31
tJDgQv_W15s,3.57,25,4.58,44.86,24.11,8.14,4.3,0
tJtP4hicXYk,0.5,1,0.71,54.0,36.77,12.0,9.9,0
tM2iMYMpRbU,69.8,2094,164.22,83.53,91.1,15.0,16.85,74
tNst8wHB6kU,386.6,11598,1024.22,92.23,84.29,16.23,14.11,54
tQCKsyQO-lY,4.77,143,10.78,110.63,88.36,21.73,17.25,4
tQSKyvjsUuI,269.97,8099,1043.65,98.83,150.26,16.93,25.67,159
tTexU42KzsI,7.27,218,24.99,113.37,104.38,20.83,19.56,10
tU_AXrvQjpo,23.3,699,48.48,159.2,176.15,29.43,32.34,27
tUiCZMeY5LM,24.0,720,48.0,95.5,77.62,16.57,13.74,21
t_TkT07u7yU,18.9,567,56.07,198.33,191.58,37.0,37.04,1
tcRHhiKMzwM,12.81,346,33.38,88.56,77.71,14.81,11.81,77
tjjqyiHczcc,80.2,2406,214.81,150.13,169.5,26.97,30.36,43
tkHw25cS_bk,44.93,1348,80.5,156.9,127.43,28.87,23.56,11
tpB3BMlNrno,21.2,636,41.2,236.97,247.81,43.57,46.47,34
tsOtjNdMMaI,1.75,21,2.56,108.42,178.5,20.67,33.48,3
tyLu_RQWicc,5.78,133,12.02,69.78,63.97,12.7,11.51,6
u0_5VfqXfMc,2.29,55,5.93,38.25,40.82,7.21,8.09,5
u2jUmds5ZFU,201.83,6055,399.06,55.7,53.54,10.13,9.63,21
u4KXgbZ96nk,3.11,56,11.25,80.94,83.83,15.56,16.8,1
uB1x_qIHPVg,2.47,74,5.25,49.9,41.43,9.57,7.65,1
uGB2z2IZS0I,104.17,3125,218.1,146.6,220.96,25.67,37.56,60
uHncVNYcICo,1.74,47,3.28,92.41,110.1,17.89,22.64,10
uIr8G7C_zgo,55.8,1674,116.24,106.2,95.93,19.77,18.17,29
uJgv0XQOehs,81.87,2456,179.34,155.17,215.35,28.8,38.76,37
uNQUJ6ezOJ0,139.63,4189,317.66,122.0,217.67,21.7,38.94,99
uQrXLHiFszk,102.83,3085,186.14,101.97,100.3,18.7,18.24,19
uSimLIOHxTk,1.0,12,2.0,100.33,159.53,15.92,23.72,0
uWhrfeCH9Zg,9.8,294,13.95,174.73,156.29,32.6,29.82,2
uY01uhhIuzI,9.33,280,17.1,116.67,97.78,21.7,18.47,19
uYTEFWVPx_8,20.97,629,54.04,199.87,158.95,37.7,29.55,17
ukLnPbIffxE,1202.73,36082,3409.14,100.57,79.49,17.7,15.0,197
ukSniYSWIvU,8.5,255,30.46,158.13,181.58,28.7,32.72,6
unityETmypk,608.3,18249,1927.63,66.17,90.05,11.43,15.16,165
upcExv17By4,5.3,159,8.12,75.27,80.82,14.17,14.73,3
usflTKVErcg,108.63,3259,341.02,78.13,64.03,14.53,11.17,30
v6DexEerT-k,111.37,3341,322.22,52.97,50.67,8.8,8.42,31
vBqOMLd1ZQk,14.63,439,31.08,155.6,187.85,27.43,32.85,16
vMJKprNmEEg,1.67,10,2.88,106.33,116.3,21.33,22.81,2
vMvQnQ6lnEM,1.92,25,3.04,131.92,160.96,23.08,27.39,4
vPckn7g-DX8,38.8,1164,66.1,74.3,109.15,13.67,19.66,14
vQBhSZGq6ns,221.63,6649,495.26,45.2,34.16,8.73,6.47,42
vdmg-KAx9yE,1.79,25,3.75,45.64,32.29,8.93,6.04,2
vmH3seddlPE,47.1,1413,90.05,144.27,133.6,26.67,24.21,32
vqLkvrCxcqI,23.07,692,34.95,234.37,205.01,43.9,37.21,16
vuKFwdJF5wU,3.53,60,6.79,309.24,329.58,56.65,57.39,6
vuueRRdbi1w,88.33,2650,232.57,172.03,167.59,31.7,31.78,28
vvEjUAgzIa4,63.33,1900,185.11,81.53,61.46,13.67,10.84,20
vwMNJGNV0xE,292.67,8780,943.9,87.4,88.23,15.93,17.0,45
vyVpRiqOvt4,525.67,15770,1480.63,85.0,122.39,15.77,22.83,211
vz1D0geYCuU,3.2,96,9.28,102.23,97.27,18.7,17.2,1
w0zO6Jgjw6U,6.07,182,16.2,215.87,172.52,38.17,30.17,6
w47z_wz6XBA,128.73,3862,406.54,91.47,125.74,16.97,21.91,55
wCwMNybfTRA,27.3,819,78.53,40.77,31.78,7.43,5.17,17
wD9hMYbijDA,226.17,6785,533.7,113.93,99.84,21.03,18.61,63
wJ-suqzHP20,25.53,766,58.46,241.53,551.16,43.97,100.9,12
wNTB5C4DnNQ,16.33,490,44.78,180.8,322.7,32.63,58.66,19
wTbKYgUzHkA,14.93,448,49.76,100.83,94.54,18.37,17.2,5
wU3Vgky_ycw,15.9,477,33.78,301.0,436.21,54.53,75.39,18
w_XIJOlklrs,17.6,528,36.88,132.27,135.08,24.67,25.33,26
waIcKo6Fi_w,3.5,105,11.43,53.13,52.29,9.97,9.47,4
waR3xBDHMqw,876.2,26286,2273.34,75.63,94.84,13.87,17.54,126
waz5UpXZH3o,3.83,115,6.5,49.73,64.76,9.07,10.53,3
wfbEoq634ZY,304.97,9149,1098.38,79.27,145.3,15.83,28.99,61
wiuEDpZGAw8,0.75,6,0.71,47.12,48.16,9.5,9.01,0
wjM_wX_XpnM,2.73,41,6.2,105.53,91.68,19.07,16.89,6
wlvxviP-xNg,86.27,2588,195.35,133.43,133.39,25.1,24.04,42
wmQt-QM0mbQ,235.8,7074,618.17,61.37,85.55,11.23,15.54,101
wpcVQeF07G4,334.8,10044,1040.97,59.67,78.39,10.6,12.73,61
wq4b928Q32g,2.23,29,2.45,98.15,59.63,18.85,11.88,3
wqpR9GdId0M,91.1,2733,226.5,127.77,182.92,23.77,33.49,34
wsT2bBo4XT8,22.57,677,51.63,168.07,140.37,30.7,26.82,9
wvUVQ2r1hvM,3.03,91,7.01,64.1,101.96,12.4,18.1,11
x-hGIYZj2Rw,69.77,2093,169.29,76.4,70.39,13.97,13.06,30
x40pERU0YaY,13.33,400,26.82,181.3,115.97,33.5,20.71,1
xCi1H7mFL3o,0.8,4,1.1,109.0,114.72,21.6,21.14,0
xFX-lyLU2X8,400.73,12022,935.77,74.03,80.21,13.93,15.51,98
xHFebdaObWo,64.77,1943,169.21,64.43,118.11,11.17,18.32,31
xIx2OQ6E6Mc,110.0,3300,241.59,160.93,152.85,30.87,29.58,15
xS9LPyGbM0E,11.17,335,36.79,155.93,175.85,28.67,32.69,6
xT8M90RMsYY,223.97,6719,591.26,46.87,42.95,8.23,8.49,68
xXVnz6t1aMs,154.33,4630,395.91,81.57,118.63,14.73,15.97,77
x_5poMWS-L4,730.13,21904,1564.22,86.13,90.68,16.47,17.01,144
xaqO9UfHvYE,10.4,312,23.0,90.77,83.51,16.3,15.11,6
xeHYMuAMU7U,2.78,50,4.82,88.72,83.29,16.22,15.94,0
xkiKzpuLNmw,2.56,64,4.78,90.8,95.84,16.68,18.24,0
xmKjDEvp4HY,177.47,5324,438.66,127.5,317.1,23.47,56.1,125
xxPdTjk7beo,66.87,2006,230.59,109.63,101.12,20.1,17.48,34
y1NKkWELlhQ,36.57,1097,69.61,109.57,112.65,19.97,20.03,26
yBP1VjO9RSE,483.17,14495,1732.38,63.0,68.52,11.0,11.54,151
yCR26po2Akg,87.1,2613,199.46,35.1,35.73,6.97,6.99,43
yGYh_6WdAjA,247.07,7412,649.7,124.43,115.89,23.03,20.28,57
yOC7w8kfsB4,115.33,3460,304.85,93.57,132.66,17.37,25.57,68
yQF3UWHcj3k,4.22,114,9.8,81.74,58.73,15.48,11.44,9
yQXjNQnO9EI,1.5,15,3.1,54.8,41.59,11.0,8.14,2
yXpTkzzvgSc,4.0,28,5.66,142.57,114.66,25.0,20.2,0
yfkc_KaWbsQ,3.42,65,4.17,73.58,83.24,13.84,15.49,7
yiRYn97GJhM,56.6,1698,104.09,118.4,97.53,22.0,19.04,12
yj0SdVl4FdQ,3.97,119,10.28,93.07,136.7,17.33,25.1,9
yjTC5Jbe0ac,16.53,496,46.84,141.03,147.94,25.53,27.45,7
ywiSy49yhyU,150.63,4519,352.17,118.83,150.14,20.83,26.95,70
yxF9TGhWPMc,44.4,1332,156.34,173.63,163.55,30.83,30.1,51
z2ZJiIt4pmo,28.83,865,57.09,228.53,223.02,39.6,39.13,11
z2xKvVNZgL0,1.0,18,2.47,72.78,77.93,14.0,14.48,4
z6zQpAVu-Co,5.55,111,9.78,69.6,63.55,12.65,12.31,5
zPc0j-Rzo28,184.3,5529,377.76,40.73,31.52,8.03,6.05,43
zVBHOKJgouI,56.1,1683,188.76,207.57,271.75,38.6,50.43,30
zW__u6blbEQ,56.3,1689,96.0,92.0,68.66,17.53,12.86,41
zZ45ydPJg_U,38.73,1162,138.81,212.07,414.83,34.93,59.6,28
z_0Npoa3lCQ,3.37,64,8.21,93.32,80.84,17.42,14.59,4
zbGR03h1uAU,24.27,728,82.35,68.93,68.95,12.43,12.88,8
zdR5t5wuRac,2.37,45,4.25,94.84,135.28,17.79,25.23,3
zdew7At9S2U,54.67,1640,128.42,156.83,172.63,29.87,32.51,25
zghT_p39I6w,0.69,9,1.32,92.31,123.12,17.38,23.62,4
zk8lRey9DSk,3.0,78,6.68,45.69,35.82,8.77,6.71,3
znYThp26WJo,20.67,620,45.35,70.47,61.08,13.67,11.55,14
zvmenZfiPq4,7.17,215,20.03,127.07,174.48,22.33,29.01,4
